1,5429,5581,,person.couch.tie.bottle.vase,couch.tie.bottle.vase
4270,225213,225222,성동일,person,
4271,225223,225252,성동일,person,
4272,225253,225273,,person,
4273,225274,225291,,person,
4274,225292,225314,,person,
4275,225315,225347,,person.tennis.racket,tennis.racket
4276,225348,225382,,train.toothbrush.car.skis,train.toothbrush.car.skis
4277,225383,225436,,person.bottle,bottle
4278,225437,225488,,car.train,car.train
4279,225489,225616,,person.car.orange.baseball.glove.airplane.train,car.orange.baseball.glove.airplane.train
4280,225617,225643,,person.skis.train,skis.train
4281,225644,225652,,person,
4282,225653,225674,,person.skis,skis
4283,225675,225799,,person.skis,skis
4284,225800,225869,,person.tie,tie
4285,225870,225939,,person,
4286,225940,226083,,person.skis,skis
4287,226084,226102,,person.cell.phone.chair,cell.phone.chair
4288,226103,226118,,person,
4289,226119,226134,,person,
4290,226135,226154,,person,
4291,226155,226176,,person.bowl.bottle,bowl.bottle
4292,226177,226196,,person.potted.plant.tv.skis,potted.plant.tv.skis
4293,226197,226224,,person.tie,tie
4294,226225,226256,,person,
4295,226257,226282,하정우.김동욱,person,
4296,226283,226389,성동일,person.sheep,sheep
4297,226390,226417,,person.skis,skis
4298,226418,226443,,person,
4299,226444,226507,,laptop.vase.person.bottle.tie.mouse.chair,laptop.vase.bottle.tie.mouse.chair
4300,226508,226573,,person.tennis.racket.tv.skis,tennis.racket.tv.skis
4301,226574,226612,,laptop.person.zebra.bottle.tie.cell.phone,laptop.zebra.bottle.tie.cell.phone
4302,226613,226658,하정우.김동욱,person.umbrella,umbrella
4303,226659,226714,,person,
4304,226715,226742,,person.tie.chair,tie.chair
4305,226743,226833,성동일,person,
4306,226834,226968,,tv.person.potted.plant,tv.potted.plant
4307,226969,227021,,person,
4308,227022,227063,,person,
4309,227064,227112,,person.teddy.bear,teddy.bear
4310,227113,227183,,person.umbrella.cup.baseball.bat,umbrella.cup.baseball.bat
4311,227184,227239,,person,
4312,227240,227281,,person,
4313,227282,227333,,person.clock,clock
4314,227334,227376,,person,
4315,227377,227436,,person,
4316,227437,227482,,person.tie,tie
4317,227483,227538,,person,
4318,227539,227587,,person,
4319,227588,227627,김지석,person,
4320,227628,227667,,person,
4321,227668,227711,김지석,person,
4322,227712,227782,,person,
4323,227783,227851,김지석,person,
4324,227852,227882,,person.tie,tie
4325,227883,227996,,kite.person.skis,kite.skis
4326,227997,228068,,kite.tv.person,kite.tv
4327,228069,228164,,person.bowl.dining.table.cup.bottle,bowl.dining.table.cup.bottle
4328,228165,228221,,person.bottle,bottle
4329,228222,228273,,person,
4330,228274,228422,,person.bus,bus
4331,228423,228476,,person,
4332,228477,228662,,person.laptop.parking.meter.car.airplane,laptop.parking.meter.car.airplane
4333,228663,228699,,person,
4334,228700,228743,,person,
4335,228744,228782,,person.umbrella,umbrella
4336,228783,228831,,person,
4337,228832,228856,,person.cell.phone.tie,cell.phone.tie
4338,228857,228882,,person.handbag,handbag
4339,228883,228912,,person,
4340,228913,228946,,person.cell.phone,cell.phone
4341,228947,228986,,person,
4342,228987,229018,성동일,person,
4343,229019,229066,하정우.김동욱,person.chair,chair
4344,229067,229116,,person,
4345,229117,229167,,person,
4346,229168,229209,,person.umbrella,umbrella
4347,229210,229272,,person,
4348,229273,229303,,person.tie,tie
4349,229304,229354,,person,
4350,229355,229408,,,
4351,229409,229469,,person,
4352,229470,229489,,,
4353,229490,229541,,person,
4354,229542,229559,,person,
4355,229560,229582,하정우.김동욱,person.umbrella.chair,umbrella.chair
4356,229583,229607,하정우.김동욱,person,
4357,229608,229677,성동일,person.tie,tie
4358,229678,229721,,person.chair.tie,chair.tie
4359,229722,229761,,person,
4360,229762,229797,,cup.dining.table.bowl.person.bottle,cup.dining.table.bowl.bottle
4361,229798,229829,,person.bowl.bottle,bowl.bottle
4362,229830,229861,,person.remote,remote
4363,229862,229886,,person.tennis.racket,tennis.racket
4364,229887,229914,김지석,person,
4365,229915,229944,,person,
4366,229945,229973,,person.baseball.bat,baseball.bat
4367,229974,230007,김지석,person,
4368,230008,230024,,person,
4369,230025,230056,김지석,person,
4370,230057,230073,,person,
4371,230074,230096,김지석,person,
4372,230097,230123,,person,
4373,230124,230154,김지석,person,
4374,230155,230179,,person,
4375,230180,230212,김지석,person,
4376,230213,230252,,person,
4377,230253,230279,김지석,person,
4378,230280,230317,,person,
4379,230318,230366,,person,
4380,230367,230404,김지석,person,
4381,230405,230456,,person,
4382,230457,230487,김지석,person,
4383,230488,230497,김지석,person,
4384,230498,230502,,person,
4385,230503,230514,,person,
4386,230515,230541,,person.baseball.bat,baseball.bat
4387,230542,230583,김지석,person,
4388,230584,230611,,person,
4389,230612,230686,김지석,person,
4390,230687,230722,,person,
4391,230723,230771,김지석,person,
4392,230772,230853,김지석,person,
4393,230854,230953,,person,
4394,230954,230998,김지석,person,
4395,230999,231138,,person,
4396,231139,231196,김지석,person,
4397,231197,231242,,person,
4398,231243,231279,김지석,person,
4399,231280,231311,,parking.meter,parking.meter
4400,231312,231362,김지석,person,
4401,231363,231483,,person,
4402,231484,231527,김지석,person,
4403,231528,231619,,person,
4404,231620,231708,김지석,person,
4405,231709,231841,,person,
4406,231842,231932,김지석,person.tie,tie
4407,231933,232038,김지석,person.tie,tie
4408,232039,232191,,person.baseball.bat.remote,baseball.bat.remote
4409,232192,232253,,person,
4410,232254,232408,,boat,boat
4411,232409,232522,,person.boat,boat
4412,232523,232557,성동일,person.tie,tie
4413,232558,232643,,person,
4414,232644,232699,,person,
4415,232700,232752,김지석,person.cup,cup
4416,232753,232862,,person,
4417,232863,232934,,sink.umbrella.book,sink.umbrella.book
4418,232935,233012,김지석,person.baseball.glove,baseball.glove
4419,233013,233088,김지석,person,
4420,233089,233193,,person.banana.hair.drier,banana.hair.drier
4421,233194,233256,성동일,person,
4422,233257,233299,,person,
4423,233300,233367,,person,
4424,233368,233437,,person.tie,tie
4425,233438,233508,,person,
4426,233509,233563,성동일,person,
4427,233564,233598,,person,
4428,233599,233654,성동일,person,
4429,233655,233754,,person,
4430,233755,233807,,person,
4431,233808,233847,성동일,person.tie,tie
4432,233848,233892,,person,
4433,233893,233957,하정우.김동욱,person,
4434,233958,234113,하정우.김동욱,person.tie,tie
4435,234114,234167,,person,
4436,234168,234277,성동일,person.tie.umbrella.fork,tie.umbrella.fork
4437,234278,234337,,person,
4438,234338,234384,,,
4439,234385,234509,성동일,person,
4440,234510,234552,성동일,person,
4441,234553,234639,,person,
4442,234640,234686,,person,
4443,234687,234736,,person.scissors,scissors
4444,234737,234778,,person,
4445,234779,234826,,person.bench,bench
4446,234827,234868,김지석,person,
4447,234869,234926,,person,
4448,234927,235097,,car.person.bottle,car.bottle
4449,235098,235147,,train,train
4450,235148,235237,,person.bus.tv,bus.tv
4451,235238,235298,,train.skis,train.skis
4452,235299,235422,,person,
4453,235423,235503,성동일,person.cell.phone,cell.phone
4454,235504,235604,하정우.김동욱,person.handbag.truck,handbag.truck
4455,235605,235801,,person,
4456,235802,235823,,train,train
4457,235824,235873,,car.person.bench.skis.airplane,car.bench.skis.airplane
4458,235874,235897,성동일,person,
4459,235898,235928,,tv,tv
4460,235929,235964,김지석,person.backpack,backpack
4461,235965,236071,,person.skis,skis
4462,236072,236166,하정우.김동욱,person.skis.boat,skis.boat
4463,236167,236346,,person.skis,skis
4464,236347,236504,,surfboard.kite,surfboard.kite
4465,236505,236593,,person.surfboard.skis,surfboard.skis
4466,236594,236612,,person,
4467,236613,236637,,person.tie,tie
4468,236638,236658,,person,
4469,236659,236678,,person.skis,skis
4470,236679,236729,,person,
4471,236730,236746,김지석,person.backpack,backpack
4472,236747,236767,,person.bowl.bottle.cup,bowl.bottle.cup
4473,236768,236786,,person,
4474,236787,236802,,person.skis,skis
4475,236803,236822,,person,
4476,236823,236859,,person.bowl.bottle.cup,bowl.bottle.cup
4477,236860,236871,,person,
4478,236872,236903,,person,
4479,236904,236927,성동일,person,
4480,236928,236957,,person.tie,tie
4481,236958,236986,,person.tie,tie
4482,236987,237023,김지석,person.backpack,backpack
4483,237024,237084,하정우.김동욱,person,
4484,237085,237128,,person.bottle.tie,bottle.tie
4485,237129,237164,,person.tie.chair,tie.chair
4486,237165,237206,,person.laptop.skis,laptop.skis
4487,237207,237253,,person.book,book
4488,237254,237296,,person.tie.umbrella,tie.umbrella
4489,237297,237364,,cup.bowl.person.bottle.potted.plant.backpack,cup.bowl.bottle.potted.plant.backpack
4490,237365,237424,,cup.tv.bowl.person.bottle.spoon,cup.tv.bowl.bottle.spoon
4491,237425,237454,,person,
4492,237455,237513,,tv.person.potted.plant,tv.potted.plant
4493,237514,237567,,person.book.tie,book.tie
4494,237568,237627,,person,
4495,237628,237761,하정우.김동욱,person.motorcycle,motorcycle
4496,237762,237838,하정우.김동욱,person,
4497,237839,237901,하정우.김동욱,person.chair.mouse,chair.mouse
4498,237902,237969,,person.tie,tie
4499,237970,238097,,person,
4500,238098,238164,성동일,person.tie,tie
4501,238165,238202,,person,
4502,238203,238257,하정우.김동욱,person,
4503,238258,238313,,person.handbag,handbag
4504,238314,238374,하정우.김동욱,person,
4505,238375,238419,,person.tie,tie
4506,238420,238457,,person,
4507,238458,238489,하정우,person,
4508,238490,238517,,knife,knife
4509,238518,238554,김동욱,person,
4510,238555,238601,하정우,person,
4511,238602,238683,김지석,person.backpack,backpack
4512,238684,238759,,person.mouse,mouse
4513,238760,238828,,person.tie,tie
4514,238829,238874,,person.tie,tie
4515,238875,238978,하정우,person,
4516,238979,239039,,person.tv.bird.motorcycle,tv.bird.motorcycle
4517,239040,239112,김동욱,person,
4518,239113,239156,성동일,person,
4519,239157,239213,,person.umbrella,umbrella
4520,239214,239284,하정우.김동욱,person.umbrella,umbrella
4521,239285,239328,,person,
4522,239329,239361,,person.bottle.tie,bottle.tie
4523,239362,239392,,person.tie,tie
4524,239393,239463,,person.mouse,mouse
4525,239464,239503,하정우,person,
4526,239504,239532,하정우.김동욱,person.chair,chair
4527,239533,239559,하정우,person,
4528,239560,239587,,person,
4529,239588,239614,,dining.table.bowl.person.bottle.potted.plant.cup,dining.table.bowl.bottle.potted.plant.cup
4530,239615,239664,김동욱,person,
4531,239665,239693,,person,
4532,239694,239724,,person,
4533,239725,239761,,laptop.person.bottle.tie.mouse.tv,laptop.bottle.tie.mouse.tv
4534,239762,239824,,person,
4535,239825,239877,,person,
4536,239878,239989,,person,
4537,239990,240032,김지석,person,
4538,240033,240062,성동일,person.backpack,backpack
4539,240063,240118,,person.tie,tie
4540,240119,240162,,person.umbrella.teddy.bear,umbrella.teddy.bear
4541,240163,240271,하정우.김동욱,person,
4542,240272,240311,김동욱,tv.person,tv
4543,240312,240338,하정우.김동욱,person,
4544,240339,240363,,person,
4545,240364,240416,,clock.person.book.wine.glass.tie,clock.book.wine.glass.tie
4546,240417,240522,,tv.person.potted.plant,tv.potted.plant
4547,240523,240662,,person.book.tie.clock,book.tie.clock
4548,240663,240927,하정우.김동욱,tv.person.bird.bottle.sports.ball,tv.bird.bottle.sports.ball
4549,240928,240997,,person,
4550,240998,241092,성동일,person.backpack.baseball.bat.book,backpack.baseball.bat.book
4551,241093,241303,,person.skis,skis
4552,241304,241427,하정우.성동일.김동욱.김지석,train.person.tie,train.tie
4553,241428,241459,,person,
4554,241460,241492,,person,
4555,241493,241524,,person.cell.phone.bottle,cell.phone.bottle
4556,241525,241573,하정우,person,
4557,241574,241624,성동일,person,
4558,241625,241657,,person,
4559,241658,241696,하정우.김동욱,person,
4560,241697,241746,성동일.김동욱,person,
4561,241747,241791,하정우.김동욱,person,
4562,241792,241836,하정우,person,
4563,241837,241926,성동일.김동욱,person,
4564,241927,241979,,person,
4565,241980,242012,성동일,person,
4566,242013,242041,,person,
4567,242042,242074,,person,
4568,242075,242113,하정우,person,
4569,242114,242156,김지석,person,
4570,242157,242187,,person,
4571,242188,242218,성동일,person.tie,tie
4572,242219,242249,,person.tie,tie
4573,242250,242279,성동일,person.tie,tie
4574,242280,242307,성동일,person.tie,tie
4575,242308,242351,,person.tie.cow,tie.cow
4576,242352,242374,성동일,person,
4577,242375,242402,하정우,person,
4578,242403,242419,성동일,person,
4579,242420,242442,성동일,person.cell.phone.tie,cell.phone.tie
4580,242443,242463,,person,
4581,242464,242484,성동일,person,
4582,242485,242513,,person,
4583,242514,242579,성동일,person.tie,tie
4584,242580,242634,,person.cow.tie.umbrella,cow.tie.umbrella
4585,242635,242689,성동일,person.tie,tie
4586,242690,242727,하정우.김동욱,person.tie,tie
4587,242728,242766,,person.bottle,bottle
4588,242767,242801,하정우.김동욱,person,
4589,242802,242842,,person.wine.glass.sports.ball,wine.glass.sports.ball
4590,242843,242872,김동욱,person,
4591,242873,242909,김동욱,handbag.person.backpack,handbag.backpack
4592,242910,242936,하정우,person,
4593,242937,242967,김동욱,person,
4594,242968,242996,,person.teddy.bear,teddy.bear
4595,242997,243023,김동욱,person.chair,chair
4596,243024,243057,하정우,person,
4597,243058,243111,,person,
4598,243112,243166,하정우,person,
4599,243167,243216,,person,
4600,243217,243281,하정우,person,
4601,243282,243317,,person,
4602,243318,243354,하정우,person,
4603,243355,243396,,person,
4604,243397,243443,,person.tie,tie
4605,243444,243481,하정우,person,
4606,243482,243516,,person.tie,tie
4607,243517,243556,김지석,person.chair.tie,chair.tie
4608,243557,243643,,person.spoon.horse,spoon.horse
4609,243644,243686,하정우.김지석,person.bench,bench
4610,243687,243769,,person.tie,tie
4611,243770,243824,김지석,person.chair.tie,chair.tie
4612,243825,243848,,person.chair,chair
4613,243849,243866,하정우.김지석,person,
4614,243867,243894,김지석,person,
4615,243895,243918,,person.microwave.toothbrush,microwave.toothbrush
4616,243919,243956,김동욱,person,
4617,243957,244009,,person.bus,bus
4618,244010,244043,,person.tie,tie
4619,244044,244077,하정우,person,
4620,244078,244111,하정우,person,
4621,244112,244143,,person,
4622,244144,244197,하정우,person,
4623,244198,244267,,person,
4624,244268,244342,하정우,person,
4625,244343,244396,,person.umbrella,umbrella
4626,244397,244457,하정우,person,
4627,244458,244512,,person.book,book
4628,244513,244559,하정우,person,
4629,244560,244621,,person,
4630,244622,244664,하정우,person,
4631,244665,244692,,person.tie,tie
4632,244693,244733,하정우,person,
4633,244734,244781,하정우,person,
4634,244782,244817,하정우,person,
4635,244818,244836,,person,
4636,244837,244868,하정우,person,
4637,244869,244889,,person,
4638,244890,244911,하정우,person,
4639,244912,244958,성동일,person.tie,tie
4640,244959,244997,하정우,person,
4641,244998,245039,,person.tennis.racket,tennis.racket
4642,245040,245092,하정우,person,
4643,245093,245193,하정우,person,
4644,245194,245307,,person,
4645,245308,245483,하정우,person,
4646,245484,245541,,person.teddy.bear,teddy.bear
4647,245542,245591,하정우,person,
4648,245592,245638,,person.cell.phone,cell.phone
4649,245639,245684,하정우,person,
4650,245685,245731,,person.teddy.bear,teddy.bear
4651,245732,245767,,person,
4652,245768,245809,,person,
4653,245810,245848,,person,
4654,245849,245916,,person.sports.ball.wine.glass,sports.ball.wine.glass
4655,245917,245964,하정우,person,
4656,245965,246017,하정우,person,
4657,246018,246066,성동일,person.tie,tie
4658,246067,246123,하정우,person.cell.phone,cell.phone
